Friday 04. June 2021, 13:51:02                                                
 
  Boundary solutions:
  (element no., u1, u2, u3, t1, t2, t3, xg1, xg2, xg3)
 
       1   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.730530890269E-01   0.544413157551E-01  -0.438910524341E+00  -0.902945276217E+01   0.711175877358E-01   0.251509177390E+00
       2   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.478180983503E-01   0.573092902552E-01  -0.436006360012E+00  -0.907110525789E+01   0.295070648567E-01   0.249089216898E+00
       3   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.452967409828E-01  -0.457413388163E-01  -0.462175166200E+00  -0.907110525789E+01  -0.293882964296E-01   0.247202780795E+00
       4   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.674993285972E-01  -0.519981741768E-01  -0.519651638630E+00  -0.902945276217E+01  -0.710683922425E-01   0.246954917765E+00
       5   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.739361591333E-01  -0.412508009476E-01  -0.563898173459E+00  -0.897054723783E+01  -0.711175877358E-01   0.248490822610E+00
       6   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.746988360595E-01  -0.460356850418E-01  -0.583336172216E+00  -0.892889474211E+01  -0.295070648567E-01   0.250910783102E+00
       7   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.849628709089E-01   0.217360515346E-01  -0.577981843416E+00  -0.892889474211E+01   0.293882964296E-01   0.252797219205E+00
       8   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00   0.933315662253E-01   0.316076131913E-01  -0.505023024795E+00  -0.897054723783E+01   0.710683922425E-01   0.253045082235E+00
       9  -0.657075470359E-02   0.164025063518E-02  -0.256622493098E-03  -0.154236696371E+00   0.578913413441E+00   0.764802118874E-01  -0.903167377361E+01   0.112459322887E+00   0.304930179393E+00
      10  -0.131415094072E-01   0.328050127035E-02  -0.513244986197E-03  -0.213224334641E+00   0.653572265153E+00   0.818133974285E-01  -0.906329021327E+01   0.998682270768E-01   0.355633089330E+00
